1.0965e-03 1.4762e+00
1.0894e-03 1.4791e+00
1.0715e-03 1.4858e+00
1.0471e-03 1.4956e+00
1.0455e-03 1.4962e+00
1.0233e-03 1.5041e+00
1.0008e-03 1.5136e+00
1.0000e-03 1.5139e+00
9.7724e-04 1.5238e+00
9.6302e-04 1.5311e+00
9.5499e-04 1.5355e+00
9.3325e-04 1.5472e+00
9.3065e-04 1.5488e+00
9.1201e-04 1.5620e+00
9.0509e-04 1.5668e+00
8.9125e-04 1.5802e+00
8.8702e-04 1.5849e+00
8.7414e-04 1.6032e+00
8.7096e-04 1.6152e+00
